Date,Hour,Revenue,Orders,Customers
2023-03-16,8,654.5,2,2
2023-03-16,9,1631.29,5,5
2023-03-16,10,227.4,2,2
2023-03-16,11,1379.39,6,6
2023-03-16,12,1687.74,7,6
2023-03-16,13,1171.56,4,4
2023-03-16,14,1776.34,8,7
2023-03-16,15,948.68,4,4
2023-03-16,16,703.53,2,2
2023-03-17,7,78.0,1,1
2023-03-17,9,1629.32,5,5
2023-03-17,10,974.54,4,4
2023-03-17,12,1140.68,8,7
2023-03-17,13,1604.3700000000001,5,5
2023-03-17,14,561.77,3,3
2023-03-17,15,1259.2,4,4
2023-03-17,16,1624.55,6,6
2023-03-17,17,401.31,1,1
2023-03-17,18,1016.27,7,5
2023-03-17,19,561.03,3,3
2023-03-17,20,722.48,2,1
2023-03-18,8,587.13,3,2
2023-03-18,9,1570.77,6,5
2023-03-18,10,651.1,6,6
2023-03-18,11,1203.68,4,4
2023-03-18,12,3594.72,10,9
2023-03-18,13,1120.25,7,7
2023-03-18,14,1728.28,7,7
2023-03-18,15,461.12,4,4
2023-03-18,17,344.90000000000003,1,1
2023-03-20,10,1664.38,10,10
2023-03-20,11,850.57,4,4
2023-03-20,12,1746.45,10,10
2023-03-20,13,5005.36,11,10
2023-03-20,14,1309.91,7,7
2023-03-20,15,1375.98,8,8
2023-03-20,16,508.3,2,2
2023-03-21,8,1098.83,3,3
2023-03-21,9,790.75,3,3
2023-03-21,10,2233.68,5,5
2023-03-21,11,1877.1,8,8
2023-03-21,12,1165.65,8,7
2023-03-21,13,607.48,5,5
2023-03-21,14,1771.8,4,4
2023-03-21,15,1029.18,6,6
2023-03-21,16,441.24,3,3
2023-03-21,17,78.16,1,1
2023-03-22,8,241.16,2,2
2023-03-22,9,706.51,2,2
2023-03-22,10,942.73,2,2
2023-03-22,11,1466.73,5,5
2023-03-22,12,3859.41,9,9
2023-03-22,13,1091.66,6,6
2023-03-22,14,936.58,3,3
2023-03-22,15,1708.82,6,5
2023-03-22,16,1134.99,3,3
2023-03-22,17,198.02,1,1
2023-03-23,8,208.09,3,3
2023-03-23,9,1018.08,3,3
2023-03-23,10,1738.07,8,8
2023-03-23,11,1067.06,5,5
2023-03-23,12,2064.1,9,9
2023-03-23,13,2313.93,7,6
2023-03-23,14,1235.69,5,5
2023-03-23,15,1523.7,8,7
2023-03-23,16,459.27,3,3
2023-03-23,17,147.0,1,1
2023-03-24,8,627.12,3,3
2023-03-24,9,2410.02,8,8
2023-03-24,10,1434.99,6,6
2023-03-24,11,1498.07,7,6
2023-03-24,12,2401.59,9,9
2023-03-24,13,4004.17,14,14
2023-03-24,14,1670.06,7,6
2023-03-24,15,488.12,3,3
2023-03-24,16,502.32,2,2
2023-03-24,17,513.06,1,1
2023-03-24,18,448.02,2,2
2023-03-24,19,380.98,1,1
2023-03-25,8,762.44,5,4
2023-03-25,10,1582.17,6,6
2023-03-25,11,1585.7,6,6
2023-03-25,12,3131.54,10,10
2023-03-25,13,771.4,4,4
2023-03-25,14,1551.39,8,6
2023-03-25,15,799.43,4,4
2023-03-25,16,46.5,1,1
2023-03-25,17,161.89,1,1
2023-03-27,10,894.48,5,5
2023-03-27,11,780.86,5,5
2023-03-27,12,1185.75,4,4
2023-03-27,13,1027.15,4,4
2023-03-27,14,628.45,3,3
2023-03-27,15,925.32,5,5
2023-03-27,16,536.86,4,4
2023-03-28,7,489.0,1,1
2023-03-28,8,307.76,1,1
2023-03-28,9,1971.7,5,5
2023-03-28,10,1725.9099999999999,6,5
2023-03-28,11,1513.93,6,6
2023-03-28,12,2682.09,10,10
2023-03-28,13,1964.66,6,5
2023-03-28,14,1718.59,11,9
2023-03-28,15,1037.42,5,5
2023-03-28,16,375.26,3,2
2023-03-29,8,582.75,2,2
2023-03-29,9,738.1,3,2
2023-03-29,10,1323.59,4,4
2023-03-29,11,1173.08,6,5
2023-03-29,12,1224.24,5,5
2023-03-29,13,3082.04,11,10
2023-03-29,14,1288.8,5,5
2023-03-29,15,988.47,7,7
2023-03-29,16,751.45,3,3
2023-03-29,17,392.16,2,2
2023-03-30,9,1961.16,5,5
2023-03-30,10,1007.85,6,6
2023-03-30,11,1917.68,7,7
2023-03-30,12,2451.29,11,11
2023-03-30,13,2059.26,11,10
2023-03-30,14,965.0500000000001,5,5
2023-03-30,15,2087.76,8,7
2023-03-30,16,705.0,4,4
2023-03-30,17,572.8000000000001,1,1
2023-03-31,9,2399.64,5,5
2023-03-31,10,1052.5,5,5
2023-03-31,11,1877.38,9,9
2023-03-31,12,1045.9,6,6
2023-03-31,13,2669.6,11,11
2023-03-31,14,35.67,2,2
2023-03-31,15,662.36,4,4
2023-03-31,16,1463.68,3,3
2023-03-31,17,1224.32,4,4
2023-03-31,18,449.65,2,2
2023-03-31,19,345.05,5,5
2023-04-01,8,609.59,2,2
2023-04-01,9,1089.33,5,5
2023-04-01,10,1926.05,9,9
2023-04-01,11,2622.77,11,10
2023-04-01,12,1138.9,5,5
2023-04-01,13,2666.75,7,7
2023-04-01,14,2737.09,7,6
2023-04-01,15,249.53,2,2
2023-04-01,16,445.16,3,3
2023-04-03,10,358.55,3,3
2023-04-03,11,733.8199999999999,6,6
2023-04-03,12,1053.0,3,3
2023-04-03,13,282.6,1,1
2023-04-03,14,838.14,2,2
2023-04-03,15,1324.23,3,3
2023-04-04,9,1102.07,2,2
2023-04-04,10,1708.42,5,5
2023-04-04,11,1355.48,3,3
2023-04-04,12,4370.5,16,16
2023-04-04,13,1364.74,7,6
2023-04-04,14,1690.88,8,7
2023-04-04,15,838.91,3,3
2023-04-04,16,487.56,4,4
2023-04-05,8,569.52,1,1
2023-04-05,9,203.94000000000003,2,2
2023-04-05,10,3013.63,9,9
2023-04-05,11,1128.32,4,4
2023-04-05,12,2179.05,4,4
2023-04-05,13,1457.87,5,5
2023-04-05,14,611.02,2,2
2023-04-05,15,1102.2,5,5
2023-04-05,16,244.19,2,2
2023-04-06,9,345.35,1,1
2023-04-06,10,1548.83,9,9
2023-04-06,11,592.54,4,4
2023-04-06,12,1299.79,6,5
2023-04-06,13,1524.53,4,4
2023-04-06,14,1374.93,7,7
2023-04-06,15,1310.4,4,4
2023-04-06,16,311.6,1,1
2023-04-06,17,72.9,1,1
2023-04-07,9,884.61,3,3
2023-04-07,10,2057.35,8,8
2023-04-07,11,2444.44,11,11
2023-04-07,12,3287.2,17,16
2023-04-07,13,2246.78,12,11
2023-04-07,18,306.8,3,3
2023-04-07,19,668.6,4,4
2023-04-08,7,501.44,2,2
2023-04-08,8,3070.6,9,9
2023-04-08,9,2629.57,9,9
2023-04-08,10,2061.82,8,8
2023-04-08,11,1947.74,8,8
2023-04-08,12,2361.67,13,12
2023-04-08,13,314.07,1,1
2023-04-08,14,1046.83,5,5
2023-04-08,15,1211.96,4,4
2023-04-08,17,32.32,1,1
2023-04-10,10,30.0,1,1
2023-04-10,11,2108.71,8,8
2023-04-10,12,816.58,5,5
2023-04-10,13,1051.1,5,4
2023-04-10,14,336.72,3,3
2023-04-10,15,2855.81,6,6
2023-04-10,16,682.32,3,3
2023-04-11,8,2911.43,3,3
2023-04-11,9,1077.84,4,4
2023-04-11,10,1257.7,5,5
2023-04-11,11,1361.22,6,6
2023-04-11,12,1006.46,6,5
2023-04-11,13,2128.85,10,10
2023-04-11,14,1159.5,6,6
2023-04-11,15,841.79,5,5
2023-04-11,16,1362.34,5,5
2023-04-11,17,532.0,1,1
2023-04-12,8,254.6,1,1
2023-04-12,9,831.26,4,3
2023-04-12,10,1970.6000000000001,9,9
2023-04-12,11,1135.81,6,6
2023-04-12,12,2033.08,7,6
2023-04-12,13,2407.67,11,10
2023-04-12,14,1225.19,4,4
2023-04-12,15,1140.69,6,6
2023-04-12,16,1348.19,7,6
2023-04-12,17,112.75,1,1
2023-04-13,8,305.1,1,1
2023-04-13,9,1585.44,7,7
2023-04-13,10,576.17,4,4
2023-04-13,11,1068.52,6,6
2023-04-13,12,1315.61,6,6
2023-04-13,13,2225.99,7,7
2023-04-13,14,2313.15,12,10
2023-04-13,15,2466.19,8,7
2023-04-13,16,780.9,2,2
2023-04-13,17,147.3,1,1
2023-04-14,8,877.84,7,6
2023-04-14,9,1446.29,6,6
2023-04-14,10,2051.9900000000002,4,4
2023-04-14,11,2110.48,7,6
2023-04-14,12,2352.2000000000003,10,9
2023-04-14,13,2537.7200000000003,7,7
2023-04-14,14,1883.63,8,7
2023-04-14,15,857.34,6,6
2023-04-14,16,1478.58,6,6
2023-04-14,17,2001.65,5,5
2023-04-14,18,1084.36,5,5
2023-04-14,19,568.61,3,3
2023-04-15,8,186.2,1,1
2023-04-15,9,1973.811,2,2
2023-04-15,10,1577.37,7,6
2023-04-15,11,908.76,6,6
2023-04-15,12,1315.31,6,6
2023-04-15,13,1301.94,4,4
2023-04-15,14,1682.89,8,8
2023-04-15,15,674.45,4,4
2023-04-15,16,238.42000000000002,2,2
2023-04-17,10,1574.14,6,6
2023-04-17,11,2433.4900000000002,8,8
2023-04-17,12,1605.13,6,5
2023-04-17,13,2288.36,9,9
2023-04-17,14,1150.77,4,4
2023-04-17,15,1276.83,7,6
2023-04-18,9,926.82,3,3
2023-04-18,10,1884.28,6,5
2023-04-18,11,1190.88,6,5
2023-04-18,12,2484.12,10,10
2023-04-18,13,2020.09,9,9
2023-04-18,14,3097.51,13,12
2023-04-18,15,888.2,4,4
2023-04-18,16,871.04,3,3
2023-04-18,17,217.07,1,1
2023-04-19,8,882.12,2,2
2023-04-19,9,1197.38,3,3
2023-04-19,10,2493.48,7,7
2023-04-19,11,878.77,5,5
2023-04-19,12,1421.14,6,6
2023-04-19,13,2373.27,8,8
2023-04-19,14,2930.21,9,9
2023-04-19,15,824.51,4,4
2023-04-19,16,968.26,5,5
2023-04-19,17,48.050000000000004,1,1
2023-04-20,8,447.54,2,2
2023-04-20,9,1970.74,6,5
2023-04-20,10,605.63,4,4
2023-04-20,11,1619.58,5,4
2023-04-20,12,1287.55,8,8
2023-04-20,13,3748.05,12,11
2023-04-20,14,837.88,5,5
2023-04-20,15,1524.96,5,5
2023-04-20,16,119.1,1,1
2023-04-20,17,654.38,3,3
2023-04-21,8,415.08,2,2
2023-04-21,9,345.75,2,2
2023-04-21,10,3015.5,12,11
2023-04-21,11,655.86,3,3
2023-04-21,12,2718.62,5,5
2023-04-21,13,2067.48,6,6
2023-04-21,14,1337.92,7,6
2023-04-21,15,1565.21,7,6
2023-04-21,16,2157.5,10,10
2023-04-21,17,945.41,5,4
2023-04-21,18,618.69,3,3
2023-04-21,19,1084.52,3,3
2023-04-26,8,276.91999999999996,2,2
2023-04-26,9,1525.6,7,7
2023-04-26,10,256.05,2,2
2023-04-26,11,4113.45,9,9
2023-04-26,12,1581.1,7,7
2023-04-26,13,1787.73,9,7
2023-04-26,14,1117.49,6,5
2023-04-26,15,2032.3500000000001,7,7
2023-04-26,16,653.76,3,3
2023-04-27,8,231.78,2,2
2023-04-27,9,66.0,1,1
2023-04-27,10,512.32,4,4
2023-04-27,11,1397.53,10,10
2023-04-27,12,3268.57,10,10
2023-04-27,13,1910.16,7,6
2023-04-27,14,3957.29,13,10
2023-04-27,15,215.36,1,1
2023-04-27,16,306.22,3,3
2023-04-27,17,5.11,1,1
2023-04-28,7,28.05,1,1
2023-04-28,8,467.5,2,2
2023-04-28,9,838.6899999999999,4,4
2023-04-28,10,3088.0,5,5
2023-04-28,11,643.8000000000001,4,4
2023-04-28,12,1237.37,7,7
2023-04-28,13,3648.59,11,8
2023-04-28,14,1325.43,6,6
2023-04-28,15,954.67,6,6
2023-04-28,16,824.58,6,6
2023-04-28,18,340.72,1,1
2023-04-28,19,18.0,1,1
2023-05-01,10,59.879999999999995,1,1
2023-05-01,11,1668.31,5,5
2023-05-01,12,1121.24,4,4
2023-05-01,13,1097.32,3,3
2023-05-01,14,732.68,3,3
2023-05-01,15,64.95,1,1
2023-05-03,8,408.88,1,1
2023-05-03,9,1873.54,8,6
2023-05-03,10,1495.0900000000001,9,8
2023-05-03,11,1623.19,8,8
2023-05-03,12,3762.39,15,13
2023-05-03,13,1216.15,5,5
2023-05-03,14,177.0,1,1
2023-05-03,15,1044.25,4,4
2023-05-03,16,230.4,2,2
2023-05-03,17,209.99,1,1
2023-05-04,8,842.75,3,2
2023-05-04,9,528.28,2,2
2023-05-04,10,871.15,3,3
2023-05-04,11,4243.6,15,13
2023-05-04,12,1635.77,7,5
2023-05-04,13,1338.98,9,9
2023-05-04,14,1588.51,7,7
2023-05-04,15,1587.91,6,6
2023-05-04,16,897.01,4,4
2023-05-04,17,206.6,1,1
2023-05-05,7,17.700000000000003,1,1
2023-05-05,8,331.1,2,2
2023-05-05,9,2069.71,11,11
2023-05-05,10,638.86,7,6
2023-05-05,11,1077.96,5,5
2023-05-05,12,2069.76,9,7
2023-05-05,13,1718.23,7,7
2023-05-05,14,1420.71,5,5
2023-05-05,15,1435.95,8,7
2023-05-05,16,919.17,3,3
2023-05-05,17,2699.98,5,5
2023-05-05,18,762.1800000000001,5,4
2023-05-05,19,361.75,2,2
2023-05-06,8,3068.83,3,3
2023-05-06,9,1847.76,4,4
2023-05-06,10,2697.34,9,9
2023-05-06,11,1535.33,9,8
2023-05-06,12,1673.66,6,6
2023-05-06,13,1947.22,9,8
2023-05-06,14,1542.54,10,10
2023-05-06,15,963.76,4,4
2023-05-06,16,684.87,4,4
2023-05-06,17,102.9,1,1
2023-05-06,19,313.56,9,1
2023-05-06,20,22.14,1,1
2023-05-08,10,822.27,5,5
2023-05-08,11,3767.04,13,13
2023-05-08,12,3083.79,14,14
2023-05-08,13,990.11,5,5
2023-05-08,14,1955.96,10,8
2023-05-08,15,1946.25,10,8
2023-05-08,16,2325.12,5,5
2023-05-09,8,306.85,2,2
2023-05-09,9,1295.3600000000001,5,4
2023-05-09,10,2077.4,7,7
2023-05-09,11,843.96,2,2
2023-05-09,12,3275.39,12,12
2023-05-09,13,1622.0900000000001,8,7
2023-05-09,14,2359.75,7,7
2023-05-09,15,2208.61,8,8
2023-05-09,16,463.62,4,4
2023-05-09,17,38.3,1,1
2023-05-10,8,344.86,1,1
2023-05-10,9,882.99,3,3
2023-05-10,10,2353.4,10,9
2023-05-10,11,2596.69,8,7
2023-05-10,12,2564.06,11,10
2023-05-10,13,1662.98,11,10
2023-05-10,14,1237.22,7,7
2023-05-10,15,2888.69,11,10
2023-05-10,16,466.94,2,2
2023-05-11,7,657.96,1,1
2023-05-11,8,598.37,2,2
2023-05-11,9,816.85,5,4
2023-05-11,10,2858.97,11,7
2023-05-11,11,529.28,3,3
2023-05-11,12,4139.41,15,13
2023-05-11,13,3295.04,8,8
2023-05-11,14,2631.85,14,9
2023-05-11,15,1101.0,4,3
2023-05-11,16,252.85,3,3
2023-05-11,17,785.67,1,1
2023-05-12,8,1047.88,5,3
2023-05-12,9,2343.3,8,6
2023-05-12,10,1498.12,10,10
2023-05-12,11,1134.51,5,5
2023-05-12,12,3350.65,15,15
2023-05-12,13,2489.3,11,9
2023-05-12,14,354.46999999999997,2,2
2023-05-12,15,852.46,6,4
2023-05-12,16,1989.64,6,6
2023-05-12,17,248.21,1,1
2023-05-12,18,889.06,4,3
2023-05-12,19,781.39,2,2
2023-05-12,20,921.49,2,2
2023-05-13,8,610.9,5,4
2023-05-13,9,973.18,4,3
2023-05-13,10,2832.13,12,9
2023-05-13,11,2638.48,7,5
2023-05-13,12,1772.77,6,5
2023-05-13,13,1110.25,6,6
2023-05-13,14,1368.35,6,3
2023-05-13,15,1375.82,4,2
2023-05-13,16,511.78000000000003,5,4
2023-05-13,17,316.34999999999997,2,2
2023-05-15,11,718.52,6,6
2023-05-15,12,2101.02,7,7
2023-05-15,13,1485.68,7,7
2023-05-15,14,357.13,3,3
2023-05-15,15,608.74,3,2
2023-05-15,16,645.22,3,3
2023-05-16,8,377.86,2,2
2023-05-16,9,2955.62,12,9
2023-05-16,10,1542.89,7,6
2023-05-16,11,394.74,2,2
2023-05-16,12,2553.36,12,8
2023-05-16,13,1088.24,4,4
2023-05-16,14,3120.87,7,7
2023-05-16,15,1107.18,5,5
2023-05-16,16,1239.1,4,4
2023-05-16,17,99.84,1,1
2023-05-17,8,919.57,3,2
2023-05-17,9,982.14,4,4
2023-05-17,10,3025.32,11,11
2023-05-17,11,1626.64,5,5
2023-05-17,12,1877.95,13,9
2023-05-17,13,1580.94,6,4
2023-05-17,14,1889.86,7,6
2023-05-17,15,1846.5,5,5
2023-05-17,16,1024.0,3,3
2023-05-18,9,2017.89,8,8
2023-05-18,10,1652.69,8,7
2023-05-18,11,1800.78,7,7
2023-05-18,12,2579.41,12,12
2023-05-18,13,3040.13,8,8
2023-05-18,14,980.94,5,5
2023-05-18,15,1698.74,8,6
2023-05-18,16,1765.21,7,6
2023-05-19,7,44.08,1,1
2023-05-19,8,1428.68,7,4
2023-05-19,9,1725.47,6,6
2023-05-19,10,1808.12,8,8
2023-05-19,11,2312.02,8,8
2023-05-19,12,2610.67,12,10
2023-05-19,13,1931.71,7,7
2023-05-19,14,2464.0,10,10
2023-05-19,15,1581.51,5,5
2023-05-19,16,1123.89,5,5
2023-05-19,17,2776.53,8,7
2023-05-19,18,495.42,3,3
2023-05-19,19,1611.5,5,5
2023-05-20,8,995.13,5,5
2023-05-20,9,1089.17,5,5
2023-05-20,10,4254.15,13,10
2023-05-20,11,629.36,4,4
2023-05-20,12,574.55,3,3
2023-05-20,13,3169.38,10,8
2023-05-20,14,2253.04,11,9
2023-05-20,15,177.05,3,3
2023-05-20,16,689.01,3,3
2023-05-22,10,2012.82,6,6
2023-05-22,11,3788.09,17,15
2023-05-22,12,2939.01,10,10
2023-05-22,13,3930.66,6,6
2023-05-22,14,3094.95,10,10
2023-05-22,15,1800.54,10,8
2023-05-23,8,1208.27,2,2
2023-05-23,9,2068.81,6,6
2023-05-23,10,2016.58,7,7
2023-05-23,11,2864.85,9,8
2023-05-23,12,936.53,7,7
2023-05-23,13,2472.21,8,8
2023-05-23,14,1637.8,6,4
2023-05-23,15,1032.51,5,5
2023-05-23,16,461.45,2,2
2023-05-23,17,210.15,1,1
2023-05-24,8,1736.67,5,4
2023-05-24,9,1017.34,5,5
2023-05-24,10,2114.83,9,6
2023-05-24,11,1643.03,6,5
2023-05-24,12,2105.26,7,6
2023-05-24,13,1031.43,7,7
2023-05-24,14,1705.8700000000001,6,6
2023-05-24,15,1150.31,9,9
2023-05-24,16,59.43,1,1
2023-05-24,17,135.91,2,2
2023-05-25,8,359.88,1,1
2023-05-25,9,715.34,4,3
2023-05-25,10,2013.67,7,6
2023-05-25,11,2613.3,14,11
2023-05-25,12,1782.07,9,8
2023-05-25,13,657.11,3,3
2023-05-25,14,1174.16,5,5
2023-05-25,15,1881.9,6,6
2023-05-25,16,567.7,3,3
2023-05-25,17,439.84,2,2
2023-05-26,8,301.35,1,1
2023-05-26,9,1041.8700000000001,4,3
2023-05-26,10,1533.98,7,6
2023-05-26,11,1369.78,7,4
2023-05-26,12,936.6700000000001,6,6
2023-05-26,13,1693.33,6,6
2023-05-26,14,1886.94,11,8
2023-05-26,15,320.3,2,2
2023-05-26,16,989.11,4,4
2023-05-26,17,602.85,2,2
2023-05-26,18,555.71,1,1
2023-05-26,19,343.98,3,3
2023-05-27,9,654.85,4,4
2023-05-27,10,1899.45,6,6
2023-05-27,11,603.11,1,1
2023-05-27,12,1460.55,8,6
2023-05-27,13,2947.73,11,10
2023-05-27,14,2255.66,10,7
2023-05-27,15,566.4,2,2
2023-05-27,16,315.55,4,4
2023-05-27,17,305.95,1,1
2023-05-29,10,241.37,2,2
2023-05-29,11,687.84,4,4
2023-05-29,12,1394.02,5,5
2023-05-29,13,258.55,3,2
2023-05-29,14,1276.4,6,6
2023-05-29,15,936.54,3,3
2023-05-31,8,650.75,3,3
2023-05-31,9,293.45,3,3
2023-05-31,10,1375.1100000000001,4,4
2023-05-31,11,895.59,6,5
2023-05-31,12,692.37,3,3
2023-05-31,13,2108.22,8,8
2023-05-31,14,2513.82,9,9
2023-05-31,15,2467.28,7,7
2023-06-01,7,209.5,2,1
2023-06-01,8,1268.8,1,1
2023-06-01,9,174.91,3,3
2023-06-01,10,549.34,1,1
2023-06-01,11,462.03000000000003,3,3
2023-06-01,12,1930.07,9,9
2023-06-01,13,626.1700000000001,4,4
2023-06-01,14,716.03,3,3
2023-06-01,15,1036.27,5,5
2023-06-01,16,172.34,2,2
2023-06-01,17,127.62,1,1
2023-06-02,9,3080.35,7,3
2023-06-02,10,631.4,2,2
2023-06-02,11,1331.31,3,3
2023-06-02,12,1803.98,6,6
2023-06-02,13,156.2,1,1
2023-06-02,14,1655.68,5,4
2023-06-02,15,1080.3,3,3
2023-06-02,16,59.75,2,2
2023-06-02,17,1915.05,7,5
2023-06-02,18,121.55,1,1
2023-06-02,19,690.29,2,2
2023-06-03,7,315.4,1,1
2023-06-03,8,390.09,1,1
2023-06-03,9,528.83,3,3
2023-06-03,10,1510.88,8,7
2023-06-03,11,1001.16,4,4
2023-06-03,12,1508.58,4,4
2023-06-03,13,717.75,2,2
2023-06-03,14,1147.72,5,5
2023-06-03,15,717.39,6,4
2023-06-03,16,520.02,2,2
2023-06-03,17,117.92,1,1
2023-06-05,10,1882.2,7,7
2023-06-05,11,2151.7,10,9
2023-06-05,12,2152.56,11,11
2023-06-05,13,3766.28,12,11
2023-06-05,14,1687.11,7,7
2023-06-05,15,5302.13,14,13
2023-06-05,16,67.69,2,1
2023-06-06,8,159.22,1,1
2023-06-06,9,2084.03,9,9
2023-06-06,10,603.4,3,3
2023-06-06,11,1667.86,7,7
2023-06-06,12,2169.53,7,6
2023-06-06,13,3276.9,9,9
2023-06-06,14,1212.9,7,7
2023-06-06,15,1475.38,5,5
2023-06-06,16,692.95,4,3
2023-06-07,7,298.85,1,1
2023-06-07,8,578.8,4,4
2023-06-07,9,1980.07,5,5
2023-06-07,10,1027.1,6,6
2023-06-07,11,1583.07,7,6
2023-06-07,12,2223.73,9,9
2023-06-07,13,3560.4900000000002,13,13
2023-06-07,14,1815.0,8,8
2023-06-07,15,599.01,6,6
2023-06-07,16,1506.09,5,5
2023-06-08,8,1663.78,6,6
2023-06-08,9,1174.21,4,4
2023-06-08,10,2868.86,11,11
2023-06-08,11,1124.96,5,4
2023-06-08,12,3910.33,18,14
2023-06-08,13,2102.64,8,7
2023-06-08,14,1603.34,9,8
2023-06-08,15,722.6800000000001,5,5
2023-06-08,16,2366.5,6,6
2023-06-08,17,330.95,1,1
2023-06-09,7,200.17000000000002,1,1
2023-06-09,8,31.0,1,1
2023-06-09,9,1686.0,7,7
2023-06-09,10,2076.53,8,8
2023-06-09,11,2179.18,10,9
2023-06-09,12,2105.97,10,9
2023-06-09,13,1910.57,8,8
2023-06-09,14,2052.62,7,6
2023-06-09,15,541.99,6,6
2023-06-09,16,2432.71,10,9
2023-06-09,17,1253.48,4,4
2023-06-09,18,603.88,2,2
2023-06-09,19,570.07,4,4
2023-06-09,20,354.01,1,1
2023-06-10,8,795.13,3,3
2023-06-10,9,890.88,4,4
2023-06-10,10,1188.42,5,5
2023-06-10,11,1488.1000000000001,7,7
2023-06-10,12,972.7,6,6
2023-06-10,13,549.16,2,2
2023-06-10,14,1020.61,5,4
2023-06-10,15,559.43,3,3
2023-06-10,16,280.47,3,3
2023-06-12,9,379.2,1,1
2023-06-12,10,527.0,3,3
2023-06-12,11,1366.15,8,8
2023-06-12,12,2026.95,8,8
2023-06-12,13,2984.3,9,9
2023-06-12,14,1148.62,4,4
2023-06-12,15,515.25,3,3
2023-06-13,7,102.72,1,1
2023-06-13,8,2364.57,4,4
2023-06-13,9,1190.3999999999999,1,1
2023-06-13,10,1927.61,6,6
2023-06-13,11,2068.97,8,8
2023-06-13,12,1859.75,9,8
2023-06-13,13,843.3000000000001,6,6
2023-06-13,14,3577.59,8,8
2023-06-13,15,437.53,3,3
2023-06-13,16,368.76,3,2
2023-06-13,17,293.0,1,1
2023-06-14,8,256.66,1,1
2023-06-14,9,535.4,3,2
2023-06-14,10,611.82,2,2
2023-06-14,11,2435.3,9,8
2023-06-14,12,4041.64,11,11
2023-06-14,13,2171.9900000000002,9,7
2023-06-14,14,394.96,3,3
2023-06-14,15,311.61,3,2
2023-06-14,16,331.96,2,2
2023-06-15,8,717.85,2,1
2023-06-15,9,176.8,1,1
2023-06-15,10,1331.53,6,5
2023-06-15,11,510.23,4,4
2023-06-15,12,2488.98,13,11
2023-06-15,13,3045.79,13,12
2023-06-15,14,208.56,2,2
2023-06-15,15,371.85,2,2
2023-06-15,16,1599.89,2,2
2023-06-16,8,1101.1,2,2
2023-06-16,9,1425.43,7,7
2023-06-16,10,388.42,6,5
2023-06-16,11,2029.6,8,8
2023-06-16,12,1628.77,9,9
2023-06-16,13,1846.99,8,8
2023-06-16,14,1873.41,6,5
2023-06-16,15,2328.87,11,10
2023-06-16,16,723.91,4,4
2023-06-16,17,1847.52,7,6
2023-06-16,18,80.57,1,1
2023-06-16,19,635.48,4,4
2023-06-17,8,491.88,3,3
2023-06-17,9,765.01,3,3
2023-06-17,10,1347.61,5,4
2023-06-17,11,1426.82,7,7
2023-06-17,12,2455.06,8,4
2023-06-17,13,2156.59,8,6
2023-06-17,14,1058.0,4,3
2023-06-17,15,501.65,3,3
2023-06-17,16,159.85,2,2
2023-06-19,10,999.12,7,7
2023-06-19,11,2925.34,11,10
